key,id,name,postal_code,address,city,organization_id,organization_name,client_id,latitude,longitude,status,description,phone_number,website,culture_code,state_province,alternate_name,coordinates__001,coordinates__002,coordinates__003,coordinates__004,coordinates__005,coordinates__006,resource_type,category,parent_id (from Category),last_scraped,Field 29
38906277en,38906277,Health Program of Alameda County (HealthPAC); Cust...,,,,38899483,ALAMEDA COUNTY HEALTH CARE SERVICES AGENCY,2376,37.720538,-122.156804,ACTIVE,"<span style=""color:#FF0000"">Notes: Office is close...",877-879-9633,www.achealthcare.org,en,,,"37.720538, -122.156804",,,,,Program,5568,,,2020-06-29 01:23:00,
38906593en,38906593,HealthPAC Enrollment Sites,,,,38898462,ASIAN HEALTH SERVICES,2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Note: Clinics began tr...",510-986-6880,www.asianhealthservices.org,en,California,,"37.806984, -122.286229",,,,,Program,5568,,,2020-06-29 01:23:00,
38906596en,38906596,HealthPAC Enrollment Sites,,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>...",510-238-5400,www.laclinica.org,en,California,,"37.778403, -122.216989",,,,,Program,5568,,,2020-06-29 01:23:00,
38906590en,38906590,HealthPAC Enrollment Sites,,,,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,37.635455,-122.102084,ACTIVE,HealthPAC is a program designed just for people wh...,510-437-4961,,en,California,,"37.80294, -122.20632","37.703439, -122.12448","37.762734, -122.157057","37.635455, -122.102084","37.538034, -122.03053",Program,5568,,,2020-06-29 01:23:00,
38906592en,38906592,HealthPAC Enrollment Sites,94710,2031 - Sixth Street,Berkeley,38899194,LIFELONG MEDICAL CARE,2376,37.868479,-122.298324,ACTIVE,HealthPAC is a program designed just for people wh...,510-981-4100,,en,California,,"37.863769, -122.274686","37.80727, -122.27429","37.762734, -122.157057","37.865566, -122.284909","37.868479, -122.298324",Program,5568,,,2020-06-29 01:23:00,
38906599en,38906599,HealthPAC Enrollment Sites,,,,38898695,TIBURCIO VASQUEZ HEALTH CENTER (TVHC),2376,37.590567,-122.046064,ACTIVE,"<span style=""color:#FF0000"">NOTE: <strong>Hours of...",510-471-5880,www.tvhc.org,en,,,"37.590567, -122.046064",,,,,Program,5568,,,2020-06-29 01:23:00,
38906601en,38906601,HealthPAC Enrollment Sites,,,,38898801,BAY AREA COMMUNITY HEALTH (FORMERLY TRI-CITY HEALT...,2376,37.526811,-121.964908,ACTIVE,"Offers a program just for people who need, but can...",510-770-8040,www.tri-cityhealth.org,en,,,"37.53427, -121.96023","37.54913, -121.97707","37.5584, -121.98197","37.526811, -121.964908",,Program,5568,,,2020-06-29 01:23:00,
38906602en,38906602,HealthPAC Enrollment Sites,,,,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,37.863769,-122.274686,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments ar...",510-835-9610,www.wohc.org,en,,,"37.738816, -122.172403","37.806984, -122.286229","37.863769, -122.274686",,,Program,5568,,,2020-06-29 01:23:00,
38906598en,38906598,HealthPAC Enrollment Sites,,,,38898921,NATIVE AMERICAN HEALTH CENTER - OAKLAND,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Phone and front ...",,,en,California,,,,,,,Program,5568,,,2020-06-29 01:23:00,
38906595en,38906595,Public Health Insurance and Covered California Enr...,,,,38898793,AXIS COMMUNITY HEALTH,2376,37.681214,-121.751912,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",925-462-1755,www.axishealth.org,en,,,"37.681214, -121.751912","37.685314, -121.894812","37.66162, -121.8742",,,Program,5568,,,2020-06-29 01:23:00,
38904263en,38904263,Prostate Cancer Program,,,,38899080,"IMPACT (IMPROVING ACCESS, COUNSELING, AND TREATMEN...",2376,,,ACTIVE,Provides free prostate cancer treatment and assist...,800-409-8252,www.california-impact.org,en,,,"34.25783, -118.39439",,,,,Program,5569,,,2020-06-29 01:23:00,
38907044en,38907044,Servicios Gratuitos,,,,38899760,LA LOMA MEDICAL GROUP,2376,37.778403,-122.216989,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...","510-261-1677, EXT 1004",www.lalomamedical.com,en,,,"37.77887, -122.22737","37.778403, -122.216989",,,,Program,5569,,,2020-06-29 01:23:00,
38905361en,38905361,Acute Care Services - Eden Medical Center,94546,20103 Lake Chabot Road,Castro Valley,38898596,EDEN MEDICAL CENTER,2376,37.72608,-122.08038,ACTIVE,An acute care hospital providing services for a wi...,510-537-1234,www.edenmedcenter.org,en,California,,"37.72608, -122.08038",,,,,Program,5570,,,2020-06-29 01:23:00,
38905053en,38905053,Alameda Medical Center,94501,2417 Central Avenue,Alameda,38898665,KAISER PERMANENTE (KP),2376,37.763607,-122.258202,ACTIVE,"Using prepaid, preventive health care, Kaiser's Al...",510-752-1190,healthy.kaiserpermanente.org,en,California,,"37.76418, -122.24191","37.763607, -122.258202",,,,Program,5570,,,2020-06-29 01:23:00,
38906530en,38906530,Children's Hospital & Research Center Oakland,94609,747 - 52nd Street,Oakland,38898900,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,2376,37.835713,-122.263515,ACTIVE,Children's Hospital &amp; Research Center Oakland ...,510-428-3000,www.childrenshospitaloakland.org,en,California,,"37.835713, -122.263515",,,,,,Program,5570,5322,2020-06-29 01:23:00,
38903376en,38903376,Fairmont Skilled Nursing and Acute Rehabilitation ...,,,,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,37.703439,-122.12448,ACTIVE,Often patients enter the Medical Center system thr...,510-895-4200,www.fairmontahs.org,en,California,,"37.703439, -122.12448",,,,,Program,5570,,,2020-06-29 01:23:00,
38903661en,38903661,Fremont Medical Center,94538,39400 Paseo Padre Parkway,Fremont,38898665,KAISER PERMANENTE (KP),2376,37.526811,-121.964908,ACTIVE,"Using prepaid, preventive health care provides gen...",510-248-3000,healthy.kaiserpermanente.org,en,California,,"37.526811, -121.964908",,,,,Program,5570,,,2020-06-29 01:23:00,
38905050en,38905050,Hayward Sleepy Hollow Medical Center,94545,27303 Sleepy Hollow Avenue,Hayward,38898665,KAISER PERMANENTE (KP),2376,37.635455,-122.102084,ACTIVE,Provides prepaid Adolescent/Teen Health Clinic; Al...,510-454-1000,healthy.kaiserpermanente.org,en,California,,"37.635455, -122.102084",,,,,Program,5570,,,2020-06-29 01:23:00,
38905867en,38905867,Hematology / Oncology,94609,747 - 52nd Street,Oakland,38898900,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,2376,37.835713,-122.263515,ACTIVE,Comprehensive services include programs for leukem...,510-428-3372,www.childrenshospitaloakland.org/healthcare/depts/...,en,California,,"37.835713, -122.263515",,,,,,Program,5570,5322,2020-06-29 01:23:00,
38904123en,38904123,Highland Campus,,,,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,37.80294,-122.20632,ACTIVE,Alameda County 24-hour Emergency Trauma Center and...,510-437-4800,www.alamedahealthsystem.org,en,California,,"37.80294, -122.20632",,,,,Program,5570,,,2020-06-29 01:23:00,
38903873en,38903873,Hospital and Health Care Services,,,,38898831,WASHINGTON HOSPITAL HEALTHCARE SYSTEM,2376,37.526811,-121.964908,ACTIVE,Provides a full range of inpatient and outpatient ...,510-797-1111,www.whhs.com,en,,,"37.526811, -121.964908",,,,,Program,5570,,,2020-06-29 01:23:00,
38906817en,38906817,Hospital Main,94545,27200 Calaroga Avenue,Hayward,38898784,ST. ROSE HOSPITAL,2376,37.635455,-122.102084,ACTIVE,"St. Rose Hospital has the expertise, technology an...",,www.srhca.org,en,California,,"37.635455, -122.102084",,,,,Program,5570,,,2020-06-29 01:23:00,
38906663en,38906663,Hospital Services,,,,38898919,SUTTER HEALTH,2376,37.85737,-122.244855,ACTIVE,Offers hospital services and a variety of health-r...,510-204-4444,www.altabatessummit.org/,en,,,"37.85737, -122.244855","37.835713, -122.263515",,,,Program,5570,,,2020-06-29 01:23:00,
38903434en,38903434,"Inpatient Services (Adolescent, Adult, Geriatric a...",,,,38899195,ALTA BATES SUMMIT MEDICAL CENTER HERRICK CAMPUS,2376,37.867417,-122.259661,ACTIVE,ADOLESCENTS: Inpatient Program is a fully integrat...,510-204-4405,www.altabatessummit.org/behavhealth/,en,California,,"37.867417, -122.259661",,,,,Program,5570,,,2020-06-29 01:23:00,
38905413en,38905413,Livermore Campus Medical Services,,,,38898826,"STANFORD HEALTH CARE - VALLEYCARE,LIVERMORE",2376,37.681214,-121.751912,ACTIVE,"A locally owned, not-for-profit health system with...",925-447-7000,www.valleycare.com,en,,,"37.681214, -121.751912",,,,,Program,5570,,,2020-06-29 01:23:00,
38905058en,38905058,Livermore Medical Offices,94551,3000 Las Positas Road,Livermore,38898665,KAISER PERMANENTE (KP),2376,37.729225,-121.691025,ACTIVE,"Using prepaid, preventive health care, provides ge...",925-243-2600,healthy.kaiserpermanente.org,en,California,,"37.729225, -121.691025",,,,,Program,5570,,,2020-06-29 01:23:00,
38907078en,38907078,New San Leandro Medical Center,94577,2500 Merced Street,San Leandro,38898665,KAISER PERMANENTE (KP),2376,37.720538,-122.156804,ACTIVE,New Medical Center provides: Emergency Department ...,510-454-1000,www.kp.org,en,California,,"37.720538, -122.156804",,,,,Program,5570,,,2020-06-29 01:23:00,
38905051en,38905051,Oakland Medical Center,,,,38898665,KAISER PERMANENTE (KP),2376,,,ACTIVE,"Using prepaid, preventive health care provides gen...",510-752-1000,healthy.kaiserpermanente.org,en,California,,"37.72792, -122.202965",,,,,Program,5570,,,2020-06-29 01:23:00,
38906733en,38906733,Pediatric Clinical Research Center (PCRC),,,,38898900,CHILDREN'S HOSPITAL AND RESEARCH CENTER OAKLAND,2376,,,ACTIVE,The Pediatric Clinical Research Center (PCRC) acts...,"510-428-3885, EXT 5366",www.childrenshospitaloakland.org/healthcare/depts/...,en,California,,"37.835713, -122.263515",,,,,Program,5570,,,2020-06-29 01:23:00,
38905183en,38905183,Pleasanton Campus Medical Services,,,,38899247,STANFORD HEALTH CARE - VALLEYCARE - PLEASANTON,2376,37.685314,-121.894812,ACTIVE,Provides comprehensive inpatient and outpatient he...,925-847-3000,www.valleycare.com,en,,,"37.685314, -121.894812",,,,,Program,5570,,,2020-06-29 01:23:00,
38905056en,38905056,Pleasanton Medical Offices,94588,7601 Stoneridge Drive,Pleasanton,38898665,KAISER PERMANENTE (KP),2376,37.685314,-121.894812,ACTIVE,"Using prepaid, preventive health care, provides ge...",925-847-5050,healthy.kaiserpermanente.org,en,California,,"37.685314, -121.894812",,,,,Program,5570,,,2020-06-29 01:23:00,
38907057en,38907057,San Leandro Hospital,,,,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,37.703439,-122.12448,ACTIVE,"The hospital is home to 450 employees, 100 physici...",510-357-6500,,en,California,,"37.703439, -122.12448",,,,,Program,5570,,,2020-06-29 01:23:00,
38905928en,38905928,VA Palo Alto Health Care System (VAPHCS) - Palo Al...,94304,3801 Miranda Avenue,Palo Alto,38899197,U.S DEPARTMENT OF VETERANS AFFAIRS (VA),2376,37.409911,-122.1604,ACTIVE,VA hospital and medical clinic in Palo Alto provid...,650-493-5000,www.paloalto.va.gov,en,California,,"37.409911, -122.1604",,,,,Program,5570,,,2020-06-29 01:23:00,
38905835en,38905835,Youth Uprising Health Clinic,,,,38899151,YOUTH UPRISING,2376,37.762734,-122.157057,ACTIVE,Offers a satellite clinic operated and staffed by ...,510-428-3556,www.youthuprising.org,en,,,"37.762734, -122.157057",,,,,Program,5570,,,2020-06-29 01:23:00,
38898793en,38898793,AXIS COMMUNITY HEALTH,94588,5925 W Las Positas Boulevard,Pleasanton,,,2376,37.68403,-121.89928,ACTIVE,Nonprofit community health center that provides se...,925-201-6017,www.axishealth.org,en,California,,"37.671482, -121.883901","37.68403, -121.89928",,,,Agency,5571,,,2020-06-29 01:23:00,
38905161en,38905161,Community Health Access Program (CHAP),,,,38898667,KOREAN COMMUNITY CENTER OF THE EAST BAY (KCCEB),2376,37.81018,-122.269073,ACTIVE,Provides bilingual assistance to Korean-speaking s...,510-547-2662,www.kcceb.org,en,,,"37.81018, -122.269073",,,,,Program,5571,,,2020-06-29 01:23:00,
38903877en,38903877,East Oakland Health Center,,,,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,37.755967,-122.188088,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments ar...",510-835-9610,www.wohc.org,en,,,"37.738816, -122.172403","37.755967, -122.188088",,,,Program,5571,,,2020-06-29 01:23:00,
67779019en,67779019,Ecology Center Farmers' Markets,,,,67778942,THE ECOLOGY CENTER,2376,,,ACTIVE,The Ecology Center Farmers’ Markets are open-air m...,510-548-3333,https://ecologycenter.org/fm,en,,,"37.84773, -122.27197","37.88023, -122.26936",,,,Program,5571,,,2020-06-29 01:23:00,
38905455en,38905455,Food Bank Services,,,,38899003,ALAMEDA COUNTY COMMUNITY FOOD BANK - ACCFB,2376,37.7416275,-122.2012802,ACTIVE,"<span style=""color:#FF0000""><span style=""font-size:12px"">NOTE: <span style=""font-family:arial,helvetica,sans-serif"">You can also visit <a href=""http:/>""...",800-870-3663 (800-870-FOOD),www.accfb.org,en,,,"37.755967, -122.188088","37.7416275, -122.2012802",,,,Program,5571,,,2020-06-29 01:23:00,
38904929en,38904929,Fruitvale Farmers Market,,,,38898776,THE UNITY COUNCIL,2376,37.778403,-122.216989,ACTIVE,"<span style=""color:#FF0000"">NOTE: Based on website...",510-535-7178,www.unitycouncil.org,en,,,"37.77625, -122.22432","37.778403, -122.216989",,,,Program,5571,,,2020-06-29 01:23:00,
38898921en,38898921,NATIVE AMERICAN HEALTH CENTER - OAKLAND,94502,1151 Harbor Bay Parkway,Alameda,,,2376,37.738388,-122.242241,ACTIVE,Provides a full range of community health care and...,510-434-5300,www.nativehealth.org,en,California,,"37.778403, -122.216989","37.78469, -122.29918","37.738388, -122.242241",,,Agency,5571,,,2020-06-29 01:23:00,
38905791en,38905791,"Public Health Division - Women, Infants and Childr...",94710,830 University Avenue,Berkeley,38898482,CITY OF BERKELEY DEPARTMENT OF HEALTH SERVICES,2376,37.868479,-122.298324,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-981-5360,www.ci.berkeley.info/wk/,en,California,,"37.868479, -122.298324",,,,,Program,5571,,,2020-06-29 01:23:00,
55924501en,55924501,Roots Pediatrics Clinic,,,,38899759,ROOTS COMMUNITY HEALTH CENTER,2376,,,ACTIVE,"<span style=""color:#FF0000"">Note: Office is closed...",510-533-1248,www.rootsclinic.org,en,,,"37.78083, -122.23106",,,,,Program,5571,,,2020-06-29 01:23:00,
38904651en,38904651,West Oakland Health Center,,,,38898832,WEST OAKLAND HEALTH COUNCIL (WOHC),2376,37.806984,-122.286229,ACTIVE,"<span style=""color:#FF0000"">Notes: Appointments ar...",510-835-9610,www.wohc.org/wohc.html,en,,,"37.806984, -122.286229",,,,,Program,5571,,,2020-06-29 01:23:00,
38904707en,38904707,"WIC - Women, Infants and Children Program",,,,38898695,TIBURCIO VASQUEZ HEALTH CENTER (TVHC),2376,37.674815,-122.081533,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-471-5913,www.tvhc.org,en,,,"37.674815, -122.081533","37.526811, -121.964908","37.590567, -122.046064","37.703439, -122.12448",,Program,5571,,,2020-06-29 01:23:00,
38904341en,38904341,"WIC - Women, Infants, and Children Program - Frui...",,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-535-4110,www.laclinica.org,en,,,"37.778403, -122.216989",,,,,Program,5571,,,2020-06-29 01:23:00,
38904342en,38904342,"WIC - Women, Infants, and Children Program - San ...",,,,38898668,LA CLINICA DE LA RAZA INC,2376,,,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",510-272-1500,www.laclinica.org,en,,,"37.79191, -122.24899",,,,,Program,5571,,,2020-06-29 01:23:00,
38904812en,38904812,"WIC - Women, Infants, and Children Program",,,,38898921,NATIVE AMERICAN HEALTH CENTER - OAKLAND,2376,,,ACTIVE,"<span style=""color:#FF0000""><span style=""font-size>""...",510-434-5300,www.nativehealth.org,en,California,,"37.78469, -122.29918","37.778403, -122.216989",,,,Program,5571,,,2020-06-29 01:23:00,
38904277en,38904277,"WIC Nutrition Program (Women, Infants, and Childre...",,,,38898793,AXIS COMMUNITY HEALTH,2376,37.671482,-121.883901,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-...",925-462-2365,www.axishealth.org,en,,,"37.671482, -121.883901",,,,,Program,5571,,,2020-06-29 01:23:00,
38905043en,38905043,Women's Services,,,,38898801,BAY AREA COMMUNITY HEALTH (FORMERLY TRI-CITY HEALT...,2376,37.526811,-121.964908,ACTIVE,Offers the following services:<ul> <li><u><strong>...,510-770-8040,www.tri-cityhealth.org,en,,,"37.526811, -121.964908",,,,,Program,5571,,,2020-06-29 01:23:00,
38906730en,38906730,achealthcare.org,,,,38899483,ALAMEDA COUNTY HEALTH CARE SERVICES AGENCY,2376,,,ACTIVE,Website serves as a resource for uninsured Alameda...,achealthcare.org,www.achealthcare.org,en,California,,"37.688724, -122.150578",,,,,Program,5572,,,2020-06-29 01:23:00,
38905821en,38905821,"Health Connection; Health Classes, Support Groups,...",,,,38898831,WASHINGTON HOSPITAL HEALTHCARE SYSTEM,2376,37.526811,-121.964908,ACTIVE,"Provides physician referral, health and wellness c...",800-963-7070,www.whhs.com,en,,,"37.526811, -121.964908",,,,,Program,5572,,,2020-06-29 01:23:00,
38904967en,38904967,Information Resource Collective (IRC),94704,2339 Durant Avenue,Berkeley,38898485,BERKELEY COMMUNITY HEALTH PROJECT - BERKELEY FREE ...,2376,37.867417,-122.259661,ACTIVE,"<table> <tbody> <tr> <td><span style=""color:#FF>""...",510-548-2570,www.berkeleyfreeclinic.org,en,California,,"37.867417, -122.259661",,,,,Program,5572,,,2020-06-29 01:23:00,
38904112en,38904112,Physician Referrals,,,,38899002,ALAMEDA - CONTRA COSTA MEDICAL ASSOCIATION,2376,37.824444,-122.230556,ACTIVE,"Provides referrals to physicians in a given area, ...",510-654-5383,www.accma.org,en,,,"37.824444, -122.230556",,,,,Program,5572,,,2020-06-29 01:23:00,
38904878en,38904878,24-Hour Crisis and Information Hotline,,,,38898997,A SAFE PLACE - DOMESTIC VIOLENCE SERVICES,2376,37.80928,-122.29923,ACTIVE,"<span style=""color:#FF0000"">Note: All services are...",510-536-7233,www.asafeplacedvs.org,en,,,"37.80928, -122.29923",,,,,Program,5587,,,2020-06-29 01:23:00,
38906891en,38906891,24-Hour Crisis Line,,,,38898805,TRI-VALLEY HAVEN,2376,37.729225,-121.691025,ACTIVE,"<span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px""><span style=""color:#FF0000"">NOTE:&nbsp; Tri-Valley’s 24-hour crisis ...",800-884-8119,www.trivalleyhaven.org,en,,,"37.729225, -121.691025",,,,,Program,5587,,,2020-06-29 01:23:00,
38904855en,38904855,24-Hour Domestic Violence Hotline,,,,38898902,SAFE ALTERNATIVES TO VIOLENT ENVIRONMENTS (SAVE),2376,,,ACTIVE,Provides trained and certified domestic violence c...,510-794-6055,www.save-dv.org,en,,,"37.5562, -122.01457",,,,,Program,5587,,,2020-06-29 01:23:00,
38903924en,38903924,Domestic Violence Helpline and Support,,,,38898862,NARIKA,2376,37.8693,-122.268,ACTIVE,"<span style=""color:#FF0000"">NOTE: Domestic violenc...",510-444-6048,www.narika.org,en,,,"37.8693, -122.268",,,,,Program,5587,,,2020-06-29 01:23:00,
38904046en,38904046,National Domestic Violence Hotline (NDVH),,,,38898949,,2376,30.320233,-97.865683,ACTIVE,"Provides crisis intervention, information and refe...",855-812-1001,www.thehotline.org,en,,,"30.320233, -97.865683",,,,,Program,5587,,,2020-06-29 01:23:00,
